"ID","Accident ID","Region Number","Corridor ID","Location (Intersection/Road/Street)","Corridor","Location- longitude/ X","Location- latitude/  Y","Mile Marker","Village","Date of Accident","Time of Accident","Type of Accident","Class of Road User","Age/DOB","Gender","Class of Vehicles Involved","Contributing Factor","Number of Persons Involved"
94,94.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,6/16/2008 0:00:00,12/30/1899 6:50:00,"A- Fatal","F- Driver",,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
95,95.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,7/21/2008 0:00:00,12/30/1899 0:09:00,"A- Fatal","G- Rider",26.00,"Male","V-Motor Cycle","O- Lost Control & Runoff",2.00
96,96.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,7/31/2008 0:00:00,12/30/1899 14:30:00,"B- Serious Injury","G- Rider",42.00,"Male","V-Motor Cycle","T-Pedestrian's Negligence",2.00
97,97.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,10/23/2008 0:00:00,12/30/1899 18:38:00,"B- Serious Injury;D- Property Damage","F- Driver",50.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
98,98.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,10/23/2008 0:00:00,12/30/1899 18:45:00,"C- Minor Injury","F- Driver",37.00,"Male","L- Lorries Van;W-Pedal Cycle","S- Driver's Negligence",2.00
99,99.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,11/13/2008 0:00:00,12/30/1899 16:00:00,"B- Serious Injury","G- Rider",14.00,"Male","M- Hire Cars;W-Pedal Cycle","R- Improper Overtaking",2.00
100,100.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,11/17/2008 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","F- Driver",25.00,"Male","M- Hire Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
101,101.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,11/21/2008 0:00:00,12/30/1899 19:00:00,"C- Minor Injury","F- Driver",63.00,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",3.00
102,102.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,1/29/2007 0:00:00,12/30/1899 17:00:00,"B- Serious Injury","F- Driver",27.00,"Male","K- Private Cars;W-Pedal Cycle","S- Driver's Negligence",3.00
103,103.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,3/2/2007 0:00:00,,"D- Property Damage","F- Driver",,"Male","J- Minibus;M- Hire Cars","S- Driver's Negligence",2.00
104,104.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/6/2007 0:00:00,12/30/1899 12:10:00,"A- Fatal","F- Driver",46.00,"Male","J- Minibus;L- Lorries Van","Q- Alcohol",2.00
105,105.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/29/2007 0:00:00,12/30/1899 19:20:00,"B- Serious Injury","F- Driver",66.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",3.00
106,106.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,5/8/2007 0:00:00,12/30/1899 16:00:00,"C- Minor Injury","F- Driver",21.00,"Male","M- Hire Cars","U- Cyclist's Negligence",2.00
107,107.00,"5- Mahaica- Berbice",669,"# 2 Public Road West Bank Demerara","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,7/2/2007 0:00:00,12/30/1899 18:45:00,"B- Serious Injury","F- Driver",35.00,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",3.00
108,108.00,"5- Mahaica- Berbice",672,"Blairmont Stelling Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,10/2/2007 0:00:00,12/30/1899 12:55:00,"A- Fatal","F- Driver",50.00,"Male","J- Minibus","T-Pedestrian's Negligence",3.00
109,109.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,11/6/2007 0:00:00,12/30/1899 11:15:00,"B- Serious Injury","F- Driver",33.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
110,110.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,11/11/2007 0:00:00,12/30/1899 14:30:00,"D- Property Damage","F- Driver",35.00,"Male","J- Minibus;L- Lorries Van","S- Driver's Negligence",2.00
111,111.00,"5- Mahaica- Berbice",655,"Rosignol Carriage Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,11/24/2007 0:00:00,12/30/1899 17:00:00,"C- Minor Injury","G- Rider",38.00,"Male","V-Motor Cycle","S- Driver's Negligence",2.00
112,112.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,11/26/2007 0:00:00,12/30/1899 8:00:00,"B- Serious Injury","G- Rider",15.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
113,113.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,11/29/2007 0:00:00,12/30/1899 16:30:00,"C- Minor Injury","F- Driver",39.00,"Male","K- Private Cars","O- Lost Control & Runoff",1.00
114,114.00,"5- Mahaica- Berbice",665,"Murphy Dam Rosignol","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.3000",,,12/20/2007 0:00:00,12/30/1899 16:35:00,"C- Minor Injury","F- Driver",30.00,"Male","K- Private Cars","P- Speeding",3.00
115,115.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,12/26/2007 0:00:00,12/30/1899 20:30:00,"C- Minor Injury","F- Driver",45.00,"Male","J- Minibus","S- Driver's Negligence",2.00
116,116.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/5/2006 0:00:00,12/30/1899 12:30:00,"D- Property Damage","F- Driver",33.00,"Male","J- Minibus","S- Driver's Negligence",2.00
117,117.00,"5- Mahaica- Berbice",663,"Cotton Tree Gas Station","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/6/2006 0:00:00,12/30/1899 17:50:00,"D- Property Damage","F- Driver",49.00,"Male","J- Minibus","S- Driver's Negligence",2.00
118,118.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,3/14/2006 0:00:00,12/30/1899 16:15:00,"B- Serious Injury","G- Rider",24.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
119,119.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/26/2006 0:00:00,12/30/1899 16:15:00,"B- Serious Injury","G- Rider",35.00,"Male","V-Motor Cycle","U- Cyclist's Negligence",2.00
120,120.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,4/3/2006 0:00:00,12/30/1899 16:35:00,"D- Property Damage","F- Driver",36.00,"Male","J- Minibus","S- Driver's Negligence",2.00
121,121.00,"5- Mahaica- Berbice",664,"D' Edwards Yank Dam","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,4/17/2006 0:00:00,12/30/1899 20:30:00,"C- Minor Injury","F- Driver",39.00,"Male","L- Lorries Van","S- Driver's Negligence",2.00
122,122.00,"5- Mahaica- Berbice",672,"Blairmonth Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,4/22/2006 0:00:00,12/30/1899 7:40:00,"B- Serious Injury","F- Driver",26.00,"Male","J- Minibus","T-Pedestrian's Negligence",2.00
123,123.00,"5- Mahaica- Berbice",655,"Rosignol Carriage Way","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,5/1/2006 0:00:00,12/30/1899 15:15:00,"B- Serious Injury","F- Driver",57.00,"Male","K- Private Cars","U- Cyclist's Negligence",2.00
124,124.00,"5- Mahaica- Berbice",655,"Rosignol Carriage Way","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,5/1/2006 0:00:00,12/30/1899 20:25:00,"B- Serious Injury","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",3.00
125,125.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,5/5/2006 0:00:00,12/30/1899 2:10:00,"B- Serious Injury","G- Rider",21.00,"Male","V-Motor Cycle","O- Lost Control & Runoff",2.00
126,126.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,5/27/2006 0:00:00,12/30/1899 15:20:00,"B- Serious Injury","F- Driver",29.00,"Male","M- Hire Cars","T-Pedestrian's Negligence",2.00
127,127.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,6/19/2006 0:00:00,12/30/1899 8:30:00,"A- Fatal","F- Driver",24.00,"Male","M- Hire Cars","P- Speeding",2.00
128,128.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,7/13/2006 0:00:00,12/30/1899 1:30:00,"A- Fatal","G- Rider",39.00,"Male","V-Motor Cycle","Q- Alcohol",2.00
129,129.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,12/23/2006 0:00:00,12/30/1899 22:20:00,"A- Fatal","F- Driver",28.00,,"J- Minibus","P- Speeding",2.00
130,130.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,12/24/2006 0:00:00,12/30/1899 20:00:00,"B- Serious Injury","F- Driver",33.00,"Male","M- Hire Cars","S- Driver's Negligence",2.00
131,131.00,"5- Mahaica- Berbice",670,"# 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,12/29/2006 0:00:00,12/30/1899 19:45:00,"D- Property Damage","F- Driver",38.00,"Male","J- Minibus","Y-Animal",1.00
132,132.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,1/17/2005 0:00:00,12/30/1899 13:00:00,"B- Serious Injury","F- Driver",27.00,"Male","K- Private Cars","U- Cyclist's Negligence",2.00
133,133.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,1/22/2005 0:00:00,12/30/1899 13:30:00,"D- Property Damage","F- Driver",63.00,"Male","L- Lorries Van","P- Speeding",2.00
134,134.00,"5- Mahaica- Berbice",664,"De' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,1/27/2005 0:00:00,12/30/1899 15:15:00,"C- Minor Injury","E- Pedestrian",54.00,"Female","N- Pickup","S- Driver's Negligence",2.00
135,135.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,2/23/2005 0:00:00,12/30/1899 15:30:00,"C- Minor Injury","G- Rider",,"Male","V-Motor Cycle","Y-Animal",1.00
136,136.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/15/2005 0:00:00,12/30/1899 20:50:00,"B- Serious Injury","G- Rider",17.00,"Male","V-Motor Cycle","U- Cyclist's Negligence",1.00
137,137.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,4/2/2005 0:00:00,12/30/1899 19:00:00,"A- Fatal","F- Driver",27.00,"Male","K- Private Cars","P- Speeding",2.00
138,138.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,4/1/2005 0:00:00,12/30/1899 19:50:00,"C- Minor Injury","E- Pedestrian",4.00,"Male","W-Pedal Cycle","U- Cyclist's Negligence",2.00
139,139.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,4/4/2005 0:00:00,12/30/1899 16:30:00,"D- Property Damage","F- Driver",52.00,"Male","J- Minibus","S- Driver's Negligence",2.00
140,140.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,4/4/2005 0:00:00,12/30/1899 22:50:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",1.00
141,141.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,4/7/2005 0:00:00,12/30/1899 22:30:00,"D- Property Damage","F- Driver",29.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
142,142.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,4/24/2005 0:00:00,12/30/1899 22:30:00,"C- Minor Injury","G- Rider",51.00,"Male","V-Motor Cycle","Y-Animal",2.00
143,143.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,4/27/2005 0:00:00,12/30/1899 6:30:00,"D- Property Damage","F- Driver",44.00,"Male","K- Private Cars;L- Lorries Van","S- Driver's Negligence",2.00
144,144.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,6/16/2005 0:00:00,12/30/1899 11:05:00,"D- Property Damage","F- Driver",59.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
145,145.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,6/18/2005 0:00:00,12/30/1899 21:30:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars;M- Hire Cars","S- Driver's Negligence",1.00
146,146.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,6/19/2005 0:00:00,12/30/1899 19:00:00,"A- Fatal;D- Property Damage","E- Pedestrian",33.00,"Male","L- Lorries Van","O- Lost Control & Runoff",2.00
147,147.00,"5- Mahaica- Berbice",670,"No. 4 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2667",,,6/21/2005 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",37.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
148,148.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,7/3/2005 0:00:00,12/30/1899 19:20:00,"B- Serious Injury","G- Rider",23.00,"Male","V-Motor Cycle;W-Pedal Cycle","U- Cyclist's Negligence",2.00
149,149.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,8/3/2005 0:00:00,12/30/1899 10:40:00,"C- Minor Injury","F- Driver;G- Rider",,"Male","K- Private Cars;W-Pedal Cycle","U- Cyclist's Negligence",2.00
150,150.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,8/13/2005 0:00:00,12/30/1899 14:05:00,"D- Property Damage","F- Driver",32.00,"Male","J- Minibus;K- Private Cars","S- Driver's Negligence",2.00
151,151.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,8/15/2005 0:00:00,12/30/1899 20:00:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","S- Driver's Negligence",1.00
152,152.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,8/21/2005 0:00:00,12/30/1899 21:55:00,"D- Property Damage","F- Driver",53.00,"Male","M- Hire Cars","Y-Animal",1.00
153,153.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,8/28/2005 0:00:00,12/30/1899 20:05:00,"B- Serious Injury","F- Driver",48.00,"Male","J- Minibus;M- Hire Cars","S- Driver's Negligence",2.00
154,154.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,8/28/2005 0:00:00,12/30/1899 9:45:00,"B- Serious Injury","F- Driver",40.00,"Male","J- Minibus","S- Driver's Negligence",2.00
155,155.00,"5- Mahaica- Berbice",655,"Rosignol Stelling Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,9/9/2005 0:00:00,12/30/1899 18:05:00,"D- Property Damage","F- Driver",41.00,"Male","J- Minibus;N- Pickup","S- Driver's Negligence",2.00
156,156.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,9/9/2005 0:00:00,12/30/1899 19:15:00,"C- Minor Injury","F- Driver",,"Male","L- Lorries Van","T-Pedestrian's Negligence",1.00
157,157.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,9/9/2005 0:00:00,12/30/1899 19:00:00,"C- Minor Injury","E- Pedestrian",,"Male","J- Minibus","S- Driver's Negligence",2.00
158,158.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/13/2005 0:00:00,12/30/1899 16:47:00,"C- Minor Injury","F- Driver",23.00,"Female","K- Private Cars","T-Pedestrian's Negligence",3.00
159,159.00,"5- Mahaica- Berbice",669,"No. 3 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.4833","6.2500",,,11/2/2005 0:00:00,12/30/1899 11:50:00,"B- Serious Injury","F- Driver",29.00,"Male","L- Lorries Van","T-Pedestrian's Negligence",2.00
160,160.00,"5- Mahaica- Berbice",664,"D' Edward Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5333","6.2833",,,11/10/2005 0:00:00,12/30/1899 12:00:00,"B- Serious Injury","F- Driver",28.00,"Female","L- Lorries Van;W-Pedal Cycle","U- Cyclist's Negligence",3.00
161,161.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,12/24/2005 0:00:00,12/30/1899 19:00:00,"B- Serious Injury","F- Driver",21.00,"Male","K- Private Cars;V-Motor Cycle","S- Driver's Negligence",2.00
162,162.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,1/10/2004 0:00:00,12/30/1899 21:05:00,"A- Fatal","E- Pedestrian",,,,"P- Speeding",1.00
163,163.00,"5- Mahaica- Berbice",667,"No. 2 Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.3000",,,2/23/2004 0:00:00,12/30/1899 19:10:00,"C- Minor Injury;D- Property Damage","F- Driver",,"Male","J- Minibus;V-Motor Cycle","P- Speeding",3.00
164,164.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,3/10/2004 0:00:00,12/30/1899 8:45:00,"A- Fatal","E- Pedestrian",47.00,"Female","J- Minibus","S- Driver's Negligence",2.00
165,165.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,3/11/2004 0:00:00,12/30/1899 8:00:00,"D- Property Damage","G- Rider",,"Male","V-Motor Cycle","U- Cyclist's Negligence",1.00
166,166.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,4/2/2004 0:00:00,12/30/1899 14:37:00,"D- Property Damage","F- Driver",,"Male","L- Lorries Van;M- Hire Cars","P- Speeding",1.00
167,167.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,4/18/2004 0:00:00,12/30/1899 10:00:00,"D- Property Damage","G- Rider",29.00,"Male","V-Motor Cycle;W-Pedal Cycle","P- Speeding",2.00
168,168.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,5/17/2004 0:00:00,12/30/1899 17:30:00,"C- Minor Injury","F- Driver",36.00,"Male","J- Minibus;K- Private Cars","P- Speeding",2.00
169,169.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,6/2/2004 0:00:00,12/30/1899 6:37:00,"B- Serious Injury","G- Rider",59.00,"Male","J- Minibus;W-Pedal Cycle","S- Driver's Negligence",2.00
170,170.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,7/2/2004 0:00:00,12/30/1899 19:15:00,"D- Property Damage","F- Driver",,"Male","K- Private Cars","Y-Animal",1.00
171,171.00,"5- Mahaica- Berbice",655,"Rosignol Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5667","6.3333",,,6/30/2004 0:00:00,12/30/1899 9:00:00,"C- Minor Injury","G- Rider",,"Male","V-Motor Cycle;W-Pedal Cycle","U- Cyclist's Negligence",2.00
172,172.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,8/13/2004 0:00:00,12/30/1899 20:00:00,"D- Property Damage","F- Driver",,"Male","J- Minibus","Y-Animal",1.00
173,173.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,8/22/2004 0:00:00,12/30/1899 19:00:00,"D- Property Damage","F- Driver",42.00,"Male","K- Private Cars","S- Driver's Negligence",2.00
174,174.00,"5- Mahaica- Berbice",672,"Blairmont Public Road","LEFT BANK BERBICE RIVER (From Georgetown)","-57.5500","6.2500",,,9/5/2004 0:00:00,12/30/1899 15:30:00,"D- Property Damage","F- Driver",58.00,"Male","J- Minibus;V-Motor Cycle","S- Driver's Negligence",2.00
175,175.00,"5- Mahaica- Berbice",663,"Cotton Tree Public Road","WEST COAST BERBICE ROAD (From Georgetown)","-57.5500","6.2833",,,9/12/2004 0:00:00,12/30/1899 8:30:00,"C- Minor Injury","F- Driver",,"Male","K- Private Cars;V-Motor Cycle","P- Speeding",2.00
